ticket_id,customer_id,created_at,closed_at,status,satisfaction_score
TKT001017,U002534,2024-06-19,2024-06-21,closed,2.0
TKT001018,U002544,2022-11-27,2022-11-29,closed,5.0
TKT001019,U002544,2022-12-02,2022-12-03,closed,2.0
TKT001020,U002545,2024-10-27,2024-10-28,closed,5.0
TKT001021,U002545,2023-11-14,2023-11-16,closed,1.0
TKT001022,U002550,2022-11-19,2022-11-22,closed,1.0
TKT001023,U002550,2022-12-20,2022-12-21,closed,4.0
TKT001024,U002555,2023-10-17,2023-10-19,closed,2.0
TKT001025,U002555,2023-10-21,2023-10-26,closed,3.0
TKT001026,U002555,2023-10-22,2023-10-27,closed,3.0
TKT001027,U002556,2023-06-10,2023-06-16,closed,2.0
TKT001028,U002584,2023-11-13,2023-11-17,closed,4.0
TKT001029,U002584,2024-07-31,2024-08-04,closed,4.0
TKT001030,U002584,2024-02-22,2024-02-26,closed,4.0
TKT001031,U002590,2023-09-03,2023-09-05,closed,3.0
TKT001032,U002590,2023-09-05,,open,
TKT001033,U002598,2023-09-07,2023-09-11,closed,4.0
TKT001034,U002606,2022-09-12,2022-09-19,closed,2.0
TKT001035,U002608,2022-08-28,,open,
TKT001036,U002609,2022-05-04,2022-05-07,closed,3.0
TKT001037,U002609,2022-05-19,2022-05-20,closed,5.0
TKT001038,U002630,2022-09-07,2022-09-13,closed,4.0
TKT001039,U002630,2022-09-13,2022-09-19,closed,1.0
TKT001040,U002630,2022-09-20,2022-09-24,closed,2.0
TKT001041,U002636,2023-07-12,2023-07-15,closed,2.0
TKT001042,U002636,2023-07-06,2023-07-09,closed,4.0
TKT001043,U002637,2023-10-22,2023-10-26,closed,4.0
TKT001044,U002639,2022-04-30,2022-05-03,closed,3.0
TKT001045,U002639,2024-07-10,2024-07-14,closed,2.0
TKT001046,U002658,2022-10-02,2022-10-04,closed,3.0
TKT001047,U002660,2022-06-28,,open,
TKT001048,U002660,2022-06-10,2022-06-17,closed,4.0
TKT001049,U002660,2022-05-31,2022-06-04,closed,2.0
TKT001050,U002661,2024-09-17,2024-09-23,closed,5.0
TKT001051,U002662,2022-06-24,2022-06-30,closed,4.0
TKT001052,U002662,2023-02-15,2023-02-21,closed,3.0
TKT001053,U002662,2022-10-12,2022-10-17,closed,4.0
TKT001054,U002663,2023-03-22,2023-03-28,closed,4.0
TKT001055,U002670,2022-12-20,,open,
TKT001056,U002670,2022-12-17,2022-12-22,closed,5.0
TKT001057,U002670,2022-12-12,2022-12-17,closed,5.0
TKT001058,U002679,2023-05-03,2023-05-09,closed,3.0
TKT001059,U002679,2023-05-12,2023-05-15,closed,1.0
TKT001060,U002679,2023-05-17,2023-05-18,closed,1.0
TKT001061,U002680,2023-05-12,2023-05-17,closed,5.0
TKT001062,U002690,2023-02-17,2023-02-19,closed,3.0
TKT001063,U002690,2023-03-11,,open,
TKT001064,U002692,2022-08-20,2022-08-22,closed,3.0
TKT001065,U002694,2024-08-02,2024-08-06,closed,5.0
TKT001066,U002694,2022-05-18,2022-05-21,closed,2.0
TKT001067,U002694,2023-09-25,2023-09-27,closed,4.0
TKT001068,U002698,2022-08-08,2022-08-09,closed,2.0
TKT001069,U002701,2024-10-17,2024-10-24,closed,1.0
TKT001070,U002704,2022-08-22,,open,
TKT001071,U002704,2022-08-22,,open,
TKT001072,U002704,2022-08-22,,open,
TKT001073,U002711,2024-11-10,2024-11-15,closed,5.0
TKT001074,U002711,2023-02-17,2023-02-19,closed,3.0
TKT001075,U002711,2022-11-18,2022-11-22,closed,5.0
TKT001076,U002719,2023-05-03,2023-05-09,closed,3.0
TKT001077,U002719,2023-08-16,2023-08-21,closed,3.0
TKT001078,U002722,2023-04-11,2023-04-13,closed,1.0
TKT001079,U002722,2023-04-05,2023-04-12,closed,2.0
TKT001080,U002724,2023-04-02,2023-04-07,closed,4.0
TKT001081,U002724,2024-02-27,2024-03-02,closed,1.0
TKT001082,U002724,2024-06-20,2024-06-27,closed,4.0
TKT001083,U002726,2024-04-11,2024-04-15,closed,4.0
TKT001084,U002726,2024-05-19,2024-05-23,closed,3.0
TKT001085,U002726,2024-03-12,2024-03-17,closed,4.0
TKT001086,U002738,2022-10-24,,open,
TKT001087,U002738,2022-10-21,2022-10-23,closed,2.0
TKT001088,U002738,2022-10-22,,open,
TKT001089,U002745,2023-06-25,2023-06-28,closed,2.0
TKT001090,U002745,2022-08-20,2022-08-26,closed,4.0
TKT001091,U002751,2022-10-19,2022-10-22,closed,1.0
TKT001092,U002751,2024-10-27,2024-11-02,closed,4.0
TKT001093,U002752,2023-04-20,2023-04-21,closed,1.0
TKT001094,U002752,2023-04-14,2023-04-19,closed,5.0
TKT001095,U002752,2023-05-13,,open,
TKT001096,U002755,2022-10-24,,open,
TKT001097,U002758,2023-10-14,2023-10-19,closed,2.0
TKT001098,U002762,2023-09-15,2023-09-20,closed,2.0
TKT001099,U002763,2023-04-25,,open,
TKT001100,U002763,2023-04-25,,open,
TKT001101,U002763,2023-04-24,,open,
TKT001102,U002764,2023-10-08,2023-10-11,closed,4.0
TKT001103,U002766,2023-07-23,2023-07-25,closed,3.0
TKT001104,U002766,2024-12-07,,open,
TKT001105,U002766,2024-06-06,2024-06-11,closed,5.0
TKT001106,U002767,2023-08-05,2023-08-07,closed,5.0
TKT001107,U002767,2023-07-26,2023-07-28,closed,5.0
TKT001108,U002767,2023-05-25,2023-06-01,closed,4.0
TKT001109,U002768,2022-11-27,,open,
TKT001110,U002768,2022-11-25,,open,
TKT001111,U002768,2022-11-24,,open,
TKT001112,U002778,2022-12-09,2022-12-16,closed,3.0
TKT001113,U002778,2022-11-15,2022-11-18,closed,4.0
TKT001114,U002780,2024-06-05,2024-06-08,closed,4.0
TKT001115,U002780,2024-09-06,2024-09-12,closed,3.0
TKT001116,U002787,2022-08-26,2022-08-29,closed,1.0
TKT001117,U002798,2023-07-07,2023-07-09,closed,1.0
TKT001118,U002798,2024-09-11,2024-09-18,closed,3.0
TKT001119,U002804,2023-08-26,,open,
TKT001120,U002804,2023-08-29,,open,
TKT001121,U002804,2023-08-26,2023-08-30,closed,3.0
TKT001122,U002805,2022-06-11,2022-06-16,closed,2.0
TKT001123,U002805,2022-06-16,,open,
TKT001124,U002808,2022-08-03,,open,
TKT001125,U002810,2022-11-25,2022-11-30,closed,4.0
TKT001126,U002810,2022-11-29,2022-12-04,closed,4.0
TKT001127,U002810,2022-12-02,2022-12-07,closed,4.0
TKT001128,U002815,2023-04-01,2023-04-05,closed,5.0
TKT001129,U002815,2023-04-16,2023-04-21,closed,3.0
TKT001130,U002815,2023-04-13,2023-04-14,closed,4.0
TKT001131,U002816,2023-02-05,2023-02-06,closed,5.0
TKT001132,U002826,2023-06-03,2023-06-09,closed,3.0
TKT001133,U002826,2024-08-04,2024-08-07,closed,3.0
TKT001134,U002826,2023-12-24,2023-12-29,closed,3.0
TKT001135,U002831,2022-08-10,,open,
TKT001136,U002831,2022-08-11,,open,
TKT001137,U002831,2022-08-09,2022-08-12,closed,2.0
TKT001138,U002832,2023-06-30,2023-07-02,closed,1.0
TKT001139,U002832,2023-07-01,,open,
TKT001140,U002837,2023-01-19,2023-01-20,closed,4.0
TKT001141,U002837,2023-01-17,2023-01-20,closed,2.0
TKT001142,U002839,2023-05-19,2023-05-21,closed,3.0
TKT001143,U002840,2023-04-22,2023-04-23,closed,1.0
TKT001144,U002840,2023-04-27,2023-04-29,closed,2.0
TKT001145,U002840,2023-04-28,,open,
TKT001146,U002854,2024-04-16,2024-04-20,closed,5.0
TKT001147,U002854,2024-06-17,2024-06-24,closed,2.0
TKT001148,U002854,2024-08-24,2024-08-29,closed,5.0
TKT001149,U002856,2022-10-26,,open,
TKT001150,U002856,2022-10-25,2022-10-26,closed,4.0
TKT001151,U002856,2022-10-28,,open,
TKT001152,U002881,2022-06-13,,open,
TKT001153,U002886,2023-12-04,2023-12-05,closed,4.0
TKT001154,U002886,2024-02-05,2024-02-09,closed,5.0
TKT001155,U002886,2023-09-16,2023-09-18,closed,5.0
TKT001156,U002890,2022-08-04,,open,
TKT001157,U002890,2022-08-04,,open,
TKT001158,U002891,2022-08-31,2022-09-02,closed,1.0
TKT001159,U002891,2022-10-18,2022-10-19,closed,3.0
TKT001160,U002894,2023-09-20,2023-09-27,closed,4.0
TKT001161,U002894,2023-10-03,2023-10-10,closed,4.0
TKT001162,U002894,2024-05-30,2024-06-01,closed,3.0
TKT001163,U002899,2022-05-27,2022-05-30,closed,2.0
TKT001164,U002899,2022-06-02,2022-06-06,closed,3.0
TKT001165,U002903,2022-09-11,2022-09-16,closed,3.0
TKT001166,U002903,2024-06-30,2024-07-06,closed,3.0
TKT001167,U002907,2023-03-13,2023-03-17,closed,2.0
TKT001168,U002909,2023-04-24,2023-04-29,closed,2.0
TKT001169,U002911,2024-03-14,2024-03-17,closed,1.0
TKT001170,U002911,2023-04-15,2023-04-18,closed,2.0
TKT001171,U002911,2023-10-17,2023-10-22,closed,4.0
TKT001172,U002912,2022-09-17,,open,
TKT001173,U002918,2023-01-27,,open,
TKT001174,U002918,2023-01-27,2023-01-28,closed,3.0
TKT001175,U002923,2024-02-10,2024-02-13,closed,1.0
TKT001176,U002926,2023-04-17,2023-04-24,closed,3.0
TKT001177,U002935,2023-02-04,2023-02-10,closed,3.0
TKT001178,U002935,2024-03-27,2024-03-30,closed,3.0
TKT001179,U002944,2023-05-24,2023-05-27,closed,2.0
TKT001180,U002946,2023-08-10,2023-08-15,closed,1.0
TKT001181,U002946,2024-04-08,2024-04-10,closed,1.0
TKT001182,U002946,2023-12-17,2023-12-19,closed,4.0
TKT001183,U002947,2023-06-13,2023-06-15,closed,1.0
TKT001184,U002951,2023-04-24,2023-04-27,closed,2.0
TKT001185,U002951,2024-06-02,2024-06-06,closed,4.0
TKT001186,U002954,2024-05-01,2024-05-05,closed,1.0
TKT001187,U002957,2024-01-26,2024-02-01,closed,3.0
TKT001188,U002957,2023-12-11,2023-12-18,closed,2.0
TKT001189,U002957,2024-04-28,2024-05-01,closed,2.0
TKT001190,U002962,2022-04-30,2022-05-06,closed,1.0
TKT001191,U002963,2023-05-04,2023-05-09,closed,2.0
TKT001192,U002964,2022-12-18,2022-12-23,closed,3.0
TKT001193,U002964,2024-10-18,2024-10-24,closed,3.0
TKT001194,U002964,2024-07-16,2024-07-20,closed,2.0
TKT001195,U002965,2023-11-30,2023-12-04,closed,1.0
TKT001196,U002966,2024-06-01,2024-06-05,closed,3.0
TKT001197,U002973,2022-12-31,2023-01-05,closed,4.0
TKT001198,U002973,2023-01-20,2023-01-23,closed,1.0
TKT001199,U002973,2023-01-01,2023-01-04,closed,2.0
TKT001200,U002979,2022-04-24,2022-05-01,closed,4.0
TKT001201,U002979,2023-11-07,2023-11-13,closed,3.0
TKT001202,U002983,2022-02-11,2022-02-17,closed,4.0
TKT001203,U002983,2022-02-16,,open,
TKT001204,U002983,2022-02-19,,open,
TKT001205,U002985,2022-08-19,,open,
TKT001206,U002990,2022-09-02,2022-09-03,closed,1.0
TKT001207,U002990,2022-09-04,2022-09-05,closed,3.0
TKT001208,U002990,2022-09-10,,open,
TKT001209,U002991,2024-05-29,2024-06-04,closed,4.0
TKT001210,U002991,2023-11-21,2023-11-27,closed,1.0
TKT001211,U002997,2023-01-29,2023-01-31,closed,3.0
TKT001212,U002997,2023-01-02,2023-01-04,closed,3.0
TKT001213,U003000,2023-07-15,2023-07-16,closed,2.0
TKT001214,U003000,2024-11-25,2024-11-27,closed,5.0
TKT001215,U003000,2023-04-30,2023-05-06,closed,1.0
TKT001216,U003002,2022-06-12,,open,
TKT001217,U003002,2022-06-13,,open,
TKT001218,U003002,2022-06-10,,open,
TKT001219,U003012,2024-09-20,2024-09-23,closed,3.0
TKT001220,U003014,2022-08-31,2022-09-01,closed,1.0
TKT001221,U003014,2022-08-02,2022-08-06,closed,2.0
TKT001222,U003014,2022-09-06,,open,
TKT001223,U003018,2022-12-29,,open,
TKT001224,U003018,2022-12-29,,open,
TKT001225,U003018,2022-12-29,,open,
TKT001226,U003030,2023-09-06,2023-09-13,closed,5.0
TKT001227,U003030,2023-08-02,2023-08-06,closed,3.0
TKT001228,U003030,2023-12-06,2023-12-12,closed,1.0
TKT001229,U003031,2024-09-30,2024-10-05,closed,1.0
TKT001230,U003033,2022-12-29,,open,
TKT001231,U003033,2022-12-27,,open,
TKT001232,U003036,2022-02-13,2022-02-16,closed,2.0
TKT001233,U003040,2023-05-20,2023-05-22,closed,4.0
TKT001234,U003043,2022-12-15,2022-12-18,closed,4.0
TKT001235,U003043,2023-01-20,2023-01-21,closed,3.0
TKT001236,U003043,2023-01-06,2023-01-07,closed,2.0
TKT001237,U003045,2023-01-18,,open,
TKT001238,U003045,2023-01-20,,open,
TKT001239,U003050,2022-03-26,2022-04-01,closed,4.0
TKT001240,U003050,2022-03-30,2022-03-31,closed,4.0
TKT001241,U003059,2022-09-23,2022-09-24,closed,4.0
TKT001242,U003062,2023-05-10,2023-05-16,closed,2.0
TKT001243,U003068,2022-09-27,,open,
TKT001244,U003068,2022-09-27,,open,
TKT001245,U003068,2022-09-27,,open,
TKT001246,U003080,2023-09-09,2023-09-14,closed,1.0
TKT001247,U003080,2023-12-29,2023-12-31,closed,1.0
TKT001248,U003081,2024-01-24,2024-01-31,closed,5.0
TKT001249,U003081,2024-05-13,2024-05-20,closed,3.0
TKT001250,U003081,2023-07-16,2023-07-22,closed,4.0
TKT001251,U003084,2023-02-04,,open,
TKT001252,U003093,2023-11-16,2023-11-19,closed,3.0
TKT001253,U003093,2023-12-19,2023-12-22,closed,3.0
TKT001254,U003103,2022-05-11,2022-05-12,closed,5.0
TKT001255,U003103,2022-05-28,2022-06-03,closed,3.0
TKT001256,U003103,2022-04-19,2022-04-21,closed,1.0
TKT001257,U003105,2024-02-26,2024-03-01,closed,1.0
TKT001258,U003120,2022-10-12,,open,
TKT001259,U003121,2023-08-01,,open,
TKT001260,U003121,2023-07-30,2023-07-31,closed,2.0
TKT001261,U003122,2022-03-09,,open,
TKT001262,U003122,2022-03-07,2022-03-10,closed,1.0
TKT001263,U003131,2022-10-22,2022-10-28,closed,4.0
TKT001264,U003131,2022-10-04,2022-10-11,closed,1.0
TKT001265,U003131,2022-12-02,2022-12-04,closed,4.0
TKT001266,U003139,2022-06-30,2022-07-06,closed,5.0
TKT001267,U003139,2022-07-10,2022-07-16,closed,2.0
TKT001268,U003145,2023-04-10,,open,
TKT001269,U003145,2023-04-11,,open,
TKT001270,U003145,2023-04-10,2023-04-11,closed,5.0
TKT001271,U003153,2022-03-12,,open,
TKT001272,U003153,2022-03-10,,open,
TKT001273,U003154,2024-09-04,2024-09-07,closed,1.0
TKT001274,U003155,2024-01-07,,open,
TKT001275,U003156,2022-12-09,2022-12-13,closed,3.0
TKT001276,U003156,2024-05-27,2024-05-31,closed,4.0
TKT001277,U003161,2023-10-10,2023-10-14,closed,3.0
TKT001278,U003166,2022-08-21,,open,
TKT001279,U003167,2023-02-11,,open,
TKT001280,U003167,2023-02-06,2023-02-12,closed,5.0
TKT001281,U003167,2023-02-08,2023-02-12,closed,1.0
TKT001282,U003169,2022-10-06,,open,
TKT001283,U003169,2022-10-05,,open,
TKT001284,U003170,2024-09-25,2024-09-29,closed,5.0
TKT001285,U003171,2024-03-05,2024-03-06,closed,3.0
TKT001286,U003171,2024-06-14,2024-06-21,closed,2.0
TKT001287,U003182,2024-10-18,2024-10-19,closed,1.0
TKT001288,U003182,2023-05-05,2023-05-07,closed,4.0
TKT001289,U003182,2024-07-24,2024-07-31,closed,5.0
TKT001290,U003183,2022-11-04,,open,
TKT001291,U003191,2023-03-18,,open,
TKT001292,U003194,2024-02-19,2024-02-23,closed,2.0
TKT001293,U003194,2024-01-03,2024-01-09,closed,4.0
TKT001294,U003203,2023-05-22,2023-05-24,closed,1.0
TKT001295,U003208,2023-01-14,2023-01-15,closed,2.0
TKT001296,U003208,2022-12-11,2022-12-14,closed,4.0
TKT001297,U003214,2022-04-08,2022-04-10,closed,2.0
TKT001298,U003218,2022-06-28,2022-07-02,closed,5.0
TKT001299,U003219,2023-02-05,2023-02-11,closed,2.0
TKT001300,U003219,2023-11-03,2023-11-09,closed,5.0
TKT001301,U003226,2022-07-29,2022-07-30,closed,2.0
TKT001302,U003226,2022-07-25,2022-07-26,closed,3.0
TKT001303,U003226,2022-09-01,2022-09-06,closed,1.0
TKT001304,U003229,2022-08-09,2022-08-14,closed,3.0
TKT001305,U003229,2023-09-12,2023-09-18,closed,4.0
TKT001306,U003232,2024-02-12,2024-02-15,closed,4.0
TKT001307,U003232,2023-02-04,2023-02-06,closed,2.0
TKT001308,U003232,2023-03-28,2023-03-30,closed,3.0
TKT001309,U003247,2023-09-30,2023-10-06,closed,5.0
TKT001310,U003247,2023-11-28,2023-12-05,closed,2.0
TKT001311,U003247,2023-08-06,2023-08-10,closed,2.0
TKT001312,U003256,2023-03-07,2023-03-09,closed,3.0
TKT001313,U003256,2022-09-24,2022-09-27,closed,5.0
TKT001314,U003258,2022-05-21,,open,
TKT001315,U003263,2024-04-08,2024-04-13,closed,4.0
TKT001316,U003263,2022-06-30,2022-07-02,closed,2.0
TKT001317,U003264,2023-01-06,2023-01-10,closed,3.0
TKT001318,U003264,2023-06-25,2023-06-28,closed,3.0
TKT001319,U003266,2022-11-30,2022-12-02,closed,3.0
TKT001320,U003266,2024-01-28,2024-01-30,closed,2.0
TKT001321,U003266,2023-03-08,2023-03-11,closed,5.0
TKT001322,U003268,2022-10-27,2022-10-30,closed,5.0
TKT001323,U003272,2023-02-08,2023-02-13,closed,3.0
TKT001324,U003273,2022-03-22,2022-03-25,closed,5.0
TKT001325,U003273,2024-08-06,2024-08-09,closed,5.0
TKT001326,U003273,2024-02-26,2024-02-28,closed,4.0
TKT001327,U003286,2022-06-14,,open,
TKT001328,U003288,2022-08-28,2022-08-31,closed,5.0
TKT001329,U003297,2023-10-31,2023-11-01,closed,1.0
TKT001330,U003300,2023-08-05,2023-08-07,closed,5.0
TKT001331,U003300,2024-07-19,2024-07-24,closed,5.0
TKT001332,U003302,2023-09-19,2023-09-20,closed,4.0
TKT001333,U003302,2023-02-15,2023-02-16,closed,5.0
TKT001334,U003322,2024-05-07,2024-05-13,closed,1.0
TKT001335,U003322,2023-07-19,2023-07-23,closed,2.0
TKT001336,U003333,2023-04-15,2023-04-19,closed,4.0
TKT001337,U003333,2023-06-30,2023-07-04,closed,5.0
TKT001338,U003335,2022-11-16,2022-11-18,closed,1.0
TKT001339,U003335,2022-11-17,,open,
TKT001340,U003336,2022-04-23,2022-04-27,closed,2.0
TKT001341,U003336,2022-04-26,,open,
TKT001342,U003336,2022-04-11,2022-04-12,closed,3.0
TKT001343,U003341,2023-05-01,2023-05-05,closed,2.0
TKT001344,U003341,2024-09-01,2024-09-02,closed,2.0
TKT001345,U003341,2023-09-02,2023-09-04,closed,4.0
TKT001346,U003343,2022-12-07,2022-12-08,closed,5.0
TKT001347,U003343,2022-12-09,,open,
TKT001348,U003346,2022-08-13,2022-08-14,closed,1.0
TKT001349,U003346,2022-08-28,,open,
TKT001350,U003361,2022-11-03,,open,
TKT001351,U003365,2022-04-02,2022-04-09,closed,2.0
TKT001352,U003409,2022-03-23,2022-03-24,closed,3.0
TKT001353,U003409,2022-04-06,2022-04-11,closed,4.0
TKT001354,U003422,2023-04-01,2023-04-03,closed,2.0
TKT001355,U003422,2023-01-06,2023-01-08,closed,3.0
TKT001356,U003422,2023-06-18,2023-06-25,closed,1.0
TKT001357,U003428,2023-10-09,2023-10-13,closed,4.0
TKT001358,U003428,2024-11-15,2024-11-20,closed,2.0
TKT001359,U003433,2022-12-19,,open,
TKT001360,U003433,2022-12-19,,open,
TKT001361,U003433,2022-12-19,,open,
TKT001362,U003435,2024-02-25,2024-02-26,closed,5.0
TKT001363,U003435,2023-07-01,2023-07-03,closed,1.0
TKT001364,U003435,2024-05-24,2024-05-27,closed,2.0
TKT001365,U003437,2024-01-13,2024-01-19,closed,3.0
TKT001366,U003442,2024-10-29,2024-10-31,closed,4.0
TKT001367,U003442,2022-05-15,2022-05-18,closed,3.0
TKT001368,U003442,2023-06-27,2023-07-01,closed,1.0
TKT001369,U003443,2022-05-22,2022-05-23,closed,1.0
TKT001370,U003457,2022-03-21,2022-03-25,closed,5.0
TKT001371,U003457,2022-04-08,2022-04-14,closed,1.0
TKT001372,U003457,2022-03-04,2022-03-08,closed,1.0
TKT001373,U003474,2023-09-11,2023-09-16,closed,1.0
TKT001374,U003475,2023-03-09,2023-03-15,closed,5.0
TKT001375,U003475,2023-09-28,2023-10-04,closed,1.0
TKT001376,U003484,2023-11-23,2023-11-29,closed,5.0
TKT001377,U003490,2022-06-14,,open,
TKT001378,U003490,2022-06-14,,open,
TKT001379,U003490,2022-06-14,,open,
TKT001380,U003507,2023-04-28,2023-05-05,closed,5.0
TKT001381,U003507,2023-05-04,2023-05-07,closed,5.0
TKT001382,U003516,2023-03-20,2023-03-24,closed,3.0
TKT001383,U003516,2023-04-02,2023-04-06,closed,4.0
TKT001384,U003516,2023-03-28,2023-04-02,closed,5.0
TKT001385,U003523,2023-01-27,2023-01-31,closed,4.0
TKT001386,U003523,2023-01-18,2023-01-23,closed,2.0
TKT001387,U003523,2023-03-08,2023-03-15,closed,1.0
TKT001388,U003524,2024-03-05,2024-03-10,closed,1.0
TKT001389,U003524,2022-10-08,2022-10-15,closed,1.0
TKT001390,U003529,2022-07-28,2022-08-04,closed,2.0
TKT001391,U003529,2022-08-02,,open,
TKT001392,U003529,2022-07-26,2022-08-01,closed,4.0
TKT001393,U003533,2022-04-24,2022-04-28,closed,1.0
TKT001394,U003533,2022-04-26,2022-04-29,closed,1.0
TKT001395,U003533,2022-05-06,2022-05-07,closed,2.0
TKT001396,U003539,2022-07-26,2022-07-29,closed,3.0
TKT001397,U003539,2024-06-28,2024-06-29,closed,2.0
TKT001398,U003539,2023-06-21,2023-06-22,closed,1.0
TKT001399,U003545,2023-11-29,2023-12-05,closed,3.0
TKT001400,U003549,2024-01-08,2024-01-14,closed,5.0
TKT001401,U003549,2023-11-12,2023-11-19,closed,4.0
TKT001402,U003552,2022-09-07,2022-09-08,closed,3.0
TKT001403,U003552,2022-09-11,2022-09-12,closed,4.0
TKT001404,U003552,2022-09-15,2022-09-21,closed,4.0
TKT001405,U003554,2022-04-04,,open,
TKT001406,U003554,2022-04-05,,open,
TKT001407,U003554,2022-04-05,,open,
TKT001408,U003555,2022-12-08,2022-12-13,closed,1.0
TKT001409,U003556,2023-09-12,2023-09-15,closed,4.0
TKT001410,U003556,2023-09-09,2023-09-12,closed,3.0
TKT001411,U003557,2024-03-01,,open,
TKT001412,U003557,2024-02-04,2024-02-06,closed,1.0
TKT001413,U003560,2023-12-01,2023-12-03,closed,4.0
TKT001414,U003560,2023-10-11,2023-10-12,closed,2.0
TKT001415,U003567,2022-08-09,2022-08-12,closed,2.0
TKT001416,U003567,2022-08-17,2022-08-21,closed,5.0
TKT001417,U003567,2022-09-10,2022-09-17,closed,2.0
TKT001418,U003569,2023-02-04,,open,
TKT001419,U003569,2023-02-01,2023-02-05,closed,3.0
TKT001420,U003571,2022-11-30,2022-12-03,closed,5.0
TKT001421,U003580,2023-03-08,2023-03-12,closed,4.0
TKT001422,U003580,2023-08-17,2023-08-18,closed,3.0
TKT001423,U003597,2024-02-03,2024-02-09,closed,1.0
TKT001424,U003597,2024-10-26,2024-10-27,closed,3.0
TKT001425,U003598,2023-07-30,2023-08-01,closed,5.0
TKT001426,U003606,2023-06-21,2023-06-28,closed,1.0
TKT001427,U003608,2022-05-23,2022-05-30,closed,5.0
TKT001428,U003612,2024-05-21,2024-05-26,closed,2.0
TKT001429,U003612,2024-11-08,2024-11-12,closed,5.0
TKT001430,U003612,2023-07-27,2023-08-03,closed,4.0
TKT001431,U003618,2024-01-05,2024-01-10,closed,3.0
TKT001432,U003618,2024-04-29,2024-05-05,closed,1.0
TKT001433,U003618,2022-10-29,2022-10-31,closed,2.0
TKT001434,U003621,2023-04-16,2023-04-23,closed,3.0
TKT001435,U003632,2023-06-13,2023-06-16,closed,3.0
TKT001436,U003632,2023-06-11,2023-06-14,closed,5.0
TKT001437,U003632,2022-08-07,2022-08-13,closed,3.0
TKT001438,U003642,2022-06-21,,open,
TKT001439,U003642,2022-06-21,,open,
TKT001440,U003644,2024-06-20,2024-06-21,closed,1.0
TKT001441,U003644,2023-08-12,2023-08-15,closed,3.0
TKT001442,U003647,2022-03-04,2022-03-07,closed,2.0
TKT001443,U003653,2024-03-14,2024-03-20,closed,1.0
TKT001444,U003653,2024-03-04,2024-03-06,closed,1.0
TKT001445,U003655,2023-03-23,2023-03-27,closed,3.0
TKT001446,U003657,2022-10-13,2022-10-17,closed,2.0
TKT001447,U003657,2022-10-07,2022-10-13,closed,1.0
TKT001448,U003657,2022-10-21,2022-10-26,closed,4.0
TKT001449,U003661,2023-10-04,2023-10-11,closed,5.0
TKT001450,U003661,2024-03-07,2024-03-10,closed,2.0
TKT001451,U003661,2022-08-02,2022-08-06,closed,2.0
TKT001452,U003663,2024-03-12,2024-03-16,closed,1.0
TKT001453,U003663,2023-12-27,2023-12-31,closed,3.0
TKT001454,U003664,2023-03-05,2023-03-11,closed,5.0
TKT001455,U003667,2023-08-08,2023-08-09,closed,5.0
TKT001456,U003667,2022-10-21,2022-10-25,closed,2.0
TKT001457,U003667,2024-02-19,2024-02-22,closed,4.0
TKT001458,U003672,2023-02-01,2023-02-02,closed,1.0
TKT001459,U003672,2023-01-29,2023-02-01,closed,4.0
TKT001460,U003672,2023-01-30,,open,
TKT001461,U003677,2022-05-28,,open,
TKT001462,U003677,2022-05-27,,open,
TKT001463,U003685,2022-03-30,,open,
TKT001464,U003691,2024-07-20,2024-07-26,closed,3.0
TKT001465,U003691,2023-06-06,2023-06-08,closed,1.0
TKT001466,U003691,2024-07-14,2024-07-20,closed,1.0
TKT001467,U003697,2022-12-26,2022-12-30,closed,2.0
TKT001468,U003698,2022-12-12,2022-12-16,closed,1.0
TKT001469,U003705,2022-11-30,2022-12-02,closed,3.0
TKT001470,U003717,2022-04-25,2022-04-28,closed,4.0
TKT001471,U003717,2022-04-25,2022-04-27,closed,1.0
TKT001472,U003718,2022-06-13,,open,
TKT001473,U003721,2023-10-12,2023-10-13,closed,3.0
TKT001474,U003721,2023-10-12,,open,
TKT001475,U003729,2023-07-28,2023-07-31,closed,2.0
TKT001476,U003737,2024-02-02,2024-02-03,closed,1.0
TKT001477,U003737,2024-05-16,2024-05-23,closed,2.0
TKT001478,U003738,2023-11-21,2023-11-28,closed,3.0
TKT001479,U003738,2024-06-15,2024-06-16,closed,2.0
TKT001480,U003738,2023-07-22,2023-07-29,closed,1.0
TKT001481,U003746,2024-02-28,2024-03-06,closed,4.0
TKT001482,U003746,2023-12-12,2023-12-16,closed,2.0
TKT001483,U003749,2024-08-23,2024-08-28,closed,3.0
TKT001484,U003751,2023-05-12,2023-05-17,closed,4.0
TKT001485,U003751,2023-05-21,,open,
TKT001486,U003751,2023-05-07,2023-05-14,closed,1.0
TKT001487,U003754,2024-04-16,2024-04-20,closed,2.0
TKT001488,U003754,2023-10-07,2023-10-11,closed,1.0
TKT001489,U003754,2024-03-26,2024-03-28,closed,2.0
TKT001490,U003756,2023-06-07,,open,
TKT001491,U003756,2023-06-09,,open,
TKT001492,U003756,2023-06-10,,open,
TKT001493,U003761,2024-07-20,2024-07-21,closed,1.0
TKT001494,U003761,2024-11-04,2024-11-07,closed,2.0
TKT001495,U003761,2024-09-17,2024-09-21,closed,5.0
TKT001496,U003763,2024-07-27,2024-08-01,closed,3.0
TKT001497,U003763,2024-06-13,2024-06-20,closed,3.0
TKT001498,U003766,2022-12-06,2022-12-08,closed,2.0
